14,14,14,14,14,14,14,14,129,130,131,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,116,117,3,2,3,2,3,2,3,3,3,3
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,36,37,38,39,40,6,7,8,8,9,8,122,123,9,8,9,8,9,8,9,9,9,9
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,14,15,14,128,129,15,14,15,14,15,14,15,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,36,37,38,39,40,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
27,26,27,26,27,27,26,26,27,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
33,32,33,32,33,33,32,32,33,34,35,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,38,39,40,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3,2,2,2,2,2,2,2,77,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
9,8,8,8,8,8,8,8,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,14,14,15,14,14,14,15,89,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,127,128,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,15,16,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,15,16,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
